id;reviewer_id;sample_id;smell;severity;review_timestamp;type;code_name;repository;commit_hash;path;start_line;end_line;link;is_from_industry_relevant_project
9997;10;6342054;feature envy;none;2019-07-24 18:14:25.705562;function;org.eclipse.lsp4j.debug.SetFunctionBreakpointsResponse#setBreakpoints Breakpoint[];git@github.com:eclipse/lsp4j.git;513a1dd2236c6495e600f644182c16b3cf19dbb2;/org.eclipse.lsp4j.debug/src/main/xtend-gen/org/eclipse/lsp4j/debug/SetFunctionBreakpointsResponse.java;45;50;https://github.com/eclipse/lsp4j/blob/513a1dd2236c6495e600f644182c16b3cf19dbb2/org.eclipse.lsp4j.debug/src/main/xtend-gen/org/eclipse/lsp4j/debug/SetFunctionBreakpointsResponse.java/#L45-L50;0,5
5569;6;7584763;feature envy;none;2019-04-16 18:23:09.204270;function;org.springframework.transaction.jta.SimpleTransactionFactory#createTransaction String|int;git@github.com:spring-projects/spring-framework.git;3a0f309e2c9fdbbf7fb2d348be861528177f8555;/spring-tx/src/main/java/org/springframework/transaction/jta/SimpleTransactionFactory.java;54;61;https://github.com/spring-projects/spring-framework/blob/3a0f309e2c9fdbbf7fb2d348be861528177f8555/spring-tx/src/main/java/org/springframework/transaction/jta/SimpleTransactionFactory.java/#L54-L61;1
6891;3;4132362;feature envy;none;2019-05-20 10:04:13.085453;function;org.apache.calcite.sql.type.SqlTypeExplicitPrecedenceList#compareTypePrecedence RelDataType|RelDataType;git@github.com:apache/calcite.git;a648f9c12309cc253628930b0cab98591caa66ab;/core/src/main/java/org/apache/calcite/sql/type/SqlTypeExplicitPrecedenceList.java;151;164;https://github.com/apache/calcite/blob/a648f9c12309cc253628930b0cab98591caa66ab/core/src/main/java/org/apache/calcite/sql/type/SqlTypeExplicitPrecedenceList.java/#L151-L164;1
3704;20;8963823;feature envy;none;2019-04-05 13:20:20.315480;function;org.apache.hadoop.hive.ql.optimizer.calcite.functions.HiveSqlCountAggFunction.HiveCountSplitter#other RelDataTypeFactory|AggregateCall;git@github.com:apache/hive.git;2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53;/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/functions/HiveSqlCountAggFunction.java;91;97;https://github.com/apache/hive/blob/2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53/ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/functions/HiveSqlCountAggFunction.java/#L91-L97;1
13540;1;4028364;feature envy;none;2019-08-30 08:01:39.317554;function;org.apache.beam.sdk.io.synthetic.SyntheticOptions.SamplerDeserializer#deserialize JsonParser|DeserializationContext;git@github.com:apache/beam.git;a956ff77a8448e5f2c12f6695fec608348b5ab60;/sdks/java/io/synthetic/src/main/java/org/apache/beam/sdk/io/synthetic/SyntheticOptions.java;228;289;https://github.com/apache/beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/io/synthetic/src/main/java/org/apache/beam/sdk/io/synthetic/SyntheticOptions.java/#L228-L289;1
7947;3;9407577;feature envy;minor;2019-07-18 00:11:38.701685;function;com.sun.org.apache.xerces.internal.dom.AttributeMap#internalRemoveNamedItemNS String|String|boolean;git@github.com:SAP/SapMachine.git;6e62561730c46dc5000c39665c43951832192ceb;/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/AttributeMap.java;391;467;https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/AttributeMap.java/#L391-L467;1
886;11;6546622;feature envy;none;2019-03-29 13:18:47.337450;function;org.eclipse.n4js.semver.services.SemverGrammarAccess#getWILDCARDAccess;git@github.com:eclipse/n4js.git;f715912fce0352ab574ff878086f77d17a78c908;/plugins/org.eclipse.n4js.semver/src-gen/org/eclipse/n4js/semver/services/SemverGrammarAccess.java;1703;1705;https://github.com/eclipse/n4js/blob/f715912fce0352ab574ff878086f77d17a78c908/plugins/org.eclipse.n4js.semver/src-gen/org/eclipse/n4js/semver/services/SemverGrammarAccess.java/#L1703-L1705;1
12667;3;3922349;feature envy;none;2019-08-06 20:12:56.164619;function;org.apache.aries.rsa.discovery.endpoint.PropertiesMapper#fromProps Map<String, Object>;git@github.com:apache/aries-rsa.git;f5aa5ca62c3948d7e471c3a839089180650cf4f2;/discovery/local/src/main/java/org/apache/aries/rsa/discovery/endpoint/PropertiesMapper.java;233;280;https://github.com/apache/aries-rsa/blob/f5aa5ca62c3948d7e471c3a839089180650cf4f2/discovery/local/src/main/java/org/apache/aries/rsa/discovery/endpoint/PropertiesMapper.java/#L233-L280;1
2802;20;6938240;feature envy;none;2019-04-05 12:12:41.769542;function;com.google.gdata.data.photos.GphotoId.from Long;git@github.com:google/gdata-java-client.git;c6202a55f5f29afb37ffcf876674dca372f3fb4c;/java/src/com/google/gdata/data/photos/GphotoId.java;76;78;https://github.com/google/gdata-java-client/blob/c6202a55f5f29afb37ffcf876674dca372f3fb4c/java/src/com/google/gdata/data/photos/GphotoId.java/#L76-L78;0,5
4065;20;7879764;feature envy;none;2019-04-05 15:20:21.633490;function;com.facebook.buck.android.ProguardMapping.readClassMapping Iterable<String>;git@github.com:facebook/buck.git;1bc8d383ea5cb153ca9bf4f2807e6be498648523;/src/com/facebook/buck/android/ProguardMapping.java;31;49;https://github.com/facebook/buck/blob/1bc8d383ea5cb153ca9bf4f2807e6be498648523/src/com/facebook/buck/android/ProguardMapping.java/#L31-L49;1
11401;3;7211250;feature envy;none;2019-08-04 22:46:25.141081;function;oracle.kubernetes.operator.helpers.AuthorizationProxy#prepareSelfSubjectAccessReview Operation|Resource|String|Scope|String;git@github.com:oracle/weblogic-kubernetes-operator.git;1fb059d7e32b9b3514617d54e4dda41ab68e71ea;/operator/src/main/java/oracle/kubernetes/operator/helpers/AuthorizationProxy.java;239;258;https://github.com/oracle/weblogic-kubernetes-operator/blob/1fb059d7e32b9b3514617d54e4dda41ab68e71ea/operator/src/main/java/oracle/kubernetes/operator/helpers/AuthorizationProxy.java/#L239-L258;1
923;1;6563293;feature envy;none;2019-03-29 13:21:06.102678;function;org.eclipse.swt.custom.SashFormLayout#flushCache Control;git@github.com:eclipse/rap.git;6295da95d01da6669c91bd4b058db9b89f35abaf;/bundles/org.eclipse.rap.rwt/src/org/eclipse/swt/custom/SashFormLayout.java;105;108;https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/swt/custom/SashFormLayout.java/#L105-L108;1
11098;10;6406918;feature envy;none;2019-08-02 12:05:41.645109;function;org.eclipse.e4.ui.css.swt.properties.css2.CSSPropertyFontSWTHandler.FontSelectionListener#styleSelected Item;git@github.com:eclipse/eclipse.platform.ui.git;e3bbb556534a1fb945e1036948325d14a8dd9c7a;/bundles/org.eclipse.e4.ui.css.swt/src/org/eclipse/e4/ui/css/swt/properties/css2/CSSPropertyFontSWTHandler.java;378;387;https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.e4.ui.css.swt/src/org/eclipse/e4/ui/css/swt/properties/css2/CSSPropertyFontSWTHandler.java/#L378-L387;1
3336;20;5237277;feature envy;none;2019-04-05 12:54:23.271455;function;org.apache.olingo.server.tecsvc.async.TechnicalAsyncService.copy InputStream|OutputStream;git@github.com:apache/olingo-odata4.git;f344a3c565b6a67233de1d1169104a728136e7a3;/lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/async/TechnicalAsyncService.java;202;222;https://github.com/apache/olingo-odata4/blob/f344a3c565b6a67233de1d1169104a728136e7a3/lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/async/TechnicalAsyncService.java/#L202-L222;1
12613;3;8254484;feature envy;none;2019-08-06 19:54:37.174964;function;org.eclipse.xtext.idea.example.entities.ide.contentassist.antlr.internal.InternalEntitiesParser#entryRuleXBasicForLoopExpression;git@github.com:eclipse/xtext-idea.git;3aa1424ae35f1942dd7c3a457057006f9131de5e;/org.eclipse.xtext.idea.example.entities.ide/src-gen/org/eclipse/xtext/idea/example/entities/ide/contentassist/antlr/internal/InternalEntitiesParser.java;3864;3892;https://github.com/eclipse/xtext-idea/blob/3aa1424ae35f1942dd7c3a457057006f9131de5e/org.eclipse.xtext.idea.example.entities.ide/src-gen/org/eclipse/xtext/idea/example/entities/ide/contentassist/antlr/internal/InternalEntitiesParser.java/#L3864-L3892;0
5776;25;5243521;feature envy;none;2019-04-17 10:39:31.871013;function;org.apache.olingo.server.tecsvc.data.DataCreator#createETStreamOnComplexProp Edm|OData;git@github.com:apache/olingo-odata4.git;f344a3c565b6a67233de1d1169104a728136e7a3;/lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/data/DataCreator.java;158;221;https://github.com/apache/olingo-odata4/blob/f344a3c565b6a67233de1d1169104a728136e7a3/lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/data/DataCreator.java/#L158-L221;1
10317;4;9000671;feature envy;none;2019-07-26 09:14:36.474185;function;org.apache.lucene.codecs.blocktreeords.OrdsSegmentTermsEnum#pushFrame FST.Arc<Output>|long|int|long;git@github.com:apache/lucene-solr.git;bca22d58e2d126ec6d349d375d3ea028892104e1;/lucene/codecs/src/java/org/apache/lucene/codecs/blocktreeords/OrdsSegmentTermsEnum.java;174;208;https://github.com/apache/lucene-solr/blob/bca22d58e2d126ec6d349d375d3ea028892104e1/lucene/codecs/src/java/org/apache/lucene/codecs/blocktreeords/OrdsSegmentTermsEnum.java/#L174-L208;1
5522;6;7222257;feature envy;none;2019-04-16 18:12:47.411456;function;reactor.core.publisher.MonoStreamCollector.StreamCollectorSubscriber#onSubscribe Subscription;git@github.com:reactor/reactor-core.git;3958e2fabf49e16229dda5df39e7cde46797ec51;/reactor-core/src/main/java/reactor/core/publisher/MonoStreamCollector.java;107;116;https://github.com/reactor/reactor-core/blob/3958e2fabf49e16229dda5df39e7cde46797ec51/reactor-core/src/main/java/reactor/core/publisher/MonoStreamCollector.java/#L107-L116;1
6949;3;5235970;feature envy;none;2019-05-20 10:14:49.888992;function;org.apache.oodt.cas.filemgr.util.XmlRpcStructFactory.getXmlRpcElementHashTable Element;git@github.com:apache/oodt.git;9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb;/filemgr/src/main/java/org/apache/oodt/cas/filemgr/util/XmlRpcStructFactory.java;622;634;https://github.com/apache/oodt/blob/9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb/filemgr/src/main/java/org/apache/oodt/cas/filemgr/util/XmlRpcStructFactory.java/#L622-L634;1
2296;3;9093538;feature envy;none;2019-04-01 14:06:16.784753;function;com.oracle.truffle.r.nodes.function.RCallNode.BuiltinCallNode#getBuiltin;git@github.com:oracle/fastr.git;a1ee49060317621c0c9eceea8ec60040aca59b2d;/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/RCallNode.java;1038;1040;https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/RCallNode.java/#L1038-L1040;1
4530;20;7593524;feature envy;none;2019-04-12 13:04:42.899842;function;org.springframework.orm.hibernate5.HibernateTransactionManager#getEntityInterceptor;git@github.com:spring-projects/spring-framework.git;3a0f309e2c9fdbbf7fb2d348be861528177f8555;/spring-orm/src/main/java/org/springframework/orm/hibernate5/HibernateTransactionManager.java;343;358;https://github.com/spring-projects/spring-framework/blob/3a0f309e2c9fdbbf7fb2d348be861528177f8555/spring-orm/src/main/java/org/springframework/orm/hibernate5/HibernateTransactionManager.java/#L343-L358;1
2583;3;4431359;feature envy;none;2019-04-01 19:27:49.012115;function;org.apache.eagle.security.auditlog.IPZoneDataEnrichLCM#loadFromService ISecurityDataEnrichServiceClient;git@github.com:apache/eagle.git;7ac9421c2c27d12ae88f001866b4444310fcaa3f;/eagle-security/eagle-security-hdfs-auditlog/src/main/java/org/apache/eagle/security/auditlog/IPZoneDataEnrichLCM.java;34;37;https://github.com/apache/eagle/blob/7ac9421c2c27d12ae88f001866b4444310fcaa3f/eagle-security/eagle-security-hdfs-auditlog/src/main/java/org/apache/eagle/security/auditlog/IPZoneDataEnrichLCM.java/#L34-L37;0,5
13455;1;8151239;feature envy;none;2019-08-29 14:31:32.016019;function;com.alibaba.cobar.net.NIOReactor.W#write NIOConnection;git@github.com:alibaba/cobar.git;bc36a14d4a3f8acc0db0b3b07a7db8d38afefda5;/server/src/main/net/com/alibaba/cobar/net/NIOReactor.java;166;172;https://github.com/alibaba/cobar/blob/bc36a14d4a3f8acc0db0b3b07a7db8d38afefda5/server/src/main/net/com/alibaba/cobar/net/NIOReactor.java/#L166-L172;0,5
3304;5;5978414;feature envy;none;2019-04-05 12:50:55.574257;function;com.amazonaws.eclipse.ec2.ui.securitygroups.SecurityGroupSelectionComposite#refreshSecurityGroups;git@github.com:aws/aws-toolkit-eclipse.git;49026f53fdd4f80a7fb997c9e40fe6e638a26edc;/bundles/com.amazonaws.eclipse.ec2/src/com/amazonaws/eclipse/ec2/ui/securitygroups/SecurityGroupSelectionComposite.java;187;189;https://github.com/aws/aws-toolkit-eclipse/blob/49026f53fdd4f80a7fb997c9e40fe6e638a26edc/bundles/com.amazonaws.eclipse.ec2/src/com/amazonaws/eclipse/ec2/ui/securitygroups/SecurityGroupSelectionComposite.java/#L187-L189;1
13148;11;9108325;feature envy;minor;2019-08-23 07:18:25.747374;function;org.eclipse.birt.report.designer.data.ui.actions.EditDataSourceAction#doAction;git@github.com:eclipse/birt.git;f89264810347de98702db45386a822aabc0fadbf;/UI/org.eclipse.birt.report.designer.ui.data/src/org/eclipse/birt/report/designer/data/ui/actions/EditDataSourceAction.java;59;70;https://github.com/eclipse/birt/blob/f89264810347de98702db45386a822aabc0fadbf/UI/org.eclipse.birt.report.designer.ui.data/src/org/eclipse/birt/report/designer/data/ui/actions/EditDataSourceAction.java/#L59-L70;1
2490;3;4219128;feature envy;none;2019-04-01 19:09:08.377579;function;org.apache.cassandra.service.ActiveRepairService#onRemove InetAddressAndPort;git@github.com:apache/cassandra.git;e191aff385053bdb5325f15bc6d16d2dc0ee0589;/src/java/org/apache/cassandra/service/ActiveRepairService.java;622;625;https://github.com/apache/cassandra/blob/e191aff385053bdb5325f15bc6d16d2dc0ee0589/src/java/org/apache/cassandra/service/ActiveRepairService.java/#L622-L625;1
3664;20;4900050;feature envy;none;2019-04-05 13:16:46.600707;function;org.apache.pinot.thirdeye.detector.email.filter.DummyAlertFilter#getPropertyNames;git@github.com:apache/incubator-pinot.git;d58f8bce4b59de096b4ee9fee61c679482dd1d7d;/thirdeye/thirdeye-pinot/src/main/java/org/apache/pinot/thirdeye/detector/email/filter/DummyAlertFilter.java;30;33;https://github.com/apache/incubator-pinot/blob/d58f8bce4b59de096b4ee9fee61c679482dd1d7d/thirdeye/thirdeye-pinot/src/main/java/org/apache/pinot/thirdeye/detector/email/filter/DummyAlertFilter.java/#L30-L33;1
12223;3;5470089;feature envy;none;2019-08-06 08:48:29.187585;function;org.apache.qpid.server.virtualhost.SynchronousMessageStoreRecoverer#recover QueueManagingVirtualHost<?>;git@github.com:apache/qpid-broker-j.git;4c4400b98a5a8493cfb9e5dbb21c97175f433a62;/broker-core/src/main/java/org/apache/qpid/server/virtualhost/SynchronousMessageStoreRecoverer.java;63;151;https://github.com/apache/qpid-broker-j/blob/4c4400b98a5a8493cfb9e5dbb21c97175f433a62/broker-core/src/main/java/org/apache/qpid/server/virtualhost/SynchronousMessageStoreRecoverer.java/#L63-L151;1
2753;5;8547408;feature envy;none;2019-04-05 12:09:34.590900;function;com.cloud.configuration.ResourceCountVO#setDomainId Long;git@github.com:apache/cloudstack.git;8d3feb100aab4a45b31a789f444038b892161eec;/engine/schema/src/main/java/com/cloud/configuration/ResourceCountVO.java;132;134;https://github.com/apache/cloudstack/blob/8d3feb100aab4a45b31a789f444038b892161eec/engine/schema/src/main/java/com/cloud/configuration/ResourceCountVO.java/#L132-L134;1
9493;4;4953209;feature envy;none;2019-07-23 20:35:51.660840;function;org.jclouds.glesys.domain.EmailAlias#equals Object;git@github.com:apache/jclouds.git;c2670079fabe74f163f43fbade0866469f7a84ec;/providers/glesys/src/main/java/org/jclouds/glesys/domain/EmailAlias.java;110;116;https://github.com/apache/jclouds/blob/c2670079fabe74f163f43fbade0866469f7a84ec/providers/glesys/src/main/java/org/jclouds/glesys/domain/EmailAlias.java/#L110-L116;1
10372;4;5437592;feature envy;none;2019-07-26 09:31:47.020175;function;org.apache.phoenix.coprocessor.generated.MetaDataProtos.CreateFunctionRequest.parseFrom com.google.protobuf.CodedInputStream|com.google.protobuf.ExtensionRegistryLite;git@github.com:apache/phoenix.git;69e5bb0b304a53967cef40b2a4cfc66e69ecaa51;/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/generated/MetaDataProtos.java;8189;8194;https://github.com/apache/phoenix/blob/69e5bb0b304a53967cef40b2a4cfc66e69ecaa51/phoenix-core/src/main/java/org/apache/phoenix/coprocessor/generated/MetaDataProtos.java/#L8189-L8194;1
9439;4;8495850;feature envy;none;2019-07-23 20:12:53.914222;function;org.apache.cloudstack.api.command.admin.storage.AddImageStoreS3CMD#execute;git@github.com:apache/cloudstack.git;8d3feb100aab4a45b31a789f444038b892161eec;/api/src/main/java/org/apache/cloudstack/api/command/admin/storage/AddImageStoreS3CMD.java;99;147;https://github.com/apache/cloudstack/blob/8d3feb100aab4a45b31a789f444038b892161eec/api/src/main/java/org/apache/cloudstack/api/command/admin/storage/AddImageStoreS3CMD.java/#L99-L147;1
12287;3;6496450;feature envy;none;2019-08-06 11:44:39.163830;function;org.eclipse.reddeer.core.handler.TreeItemHandler#getPath TreeItem;git@github.com:eclipse/reddeer.git;59e55d29fc60a672d79df1ad1578badb8a2f8693;/plugins/org.eclipse.reddeer.core/src/org/eclipse/reddeer/core/handler/TreeItemHandler.java;281;294;https://github.com/eclipse/reddeer/blob/59e55d29fc60a672d79df1ad1578badb8a2f8693/plugins/org.eclipse.reddeer.core/src/org/eclipse/reddeer/core/handler/TreeItemHandler.java/#L281-L294;1
877;5;6493734;feature envy;none;2019-03-29 13:18:05.961807;function;org.eclipse.reddeer.eclipse.jdt.ui.preferences.BuildPathsPropertyPage#addVariableOnClasspath String|String|boolean;git@github.com:eclipse/reddeer.git;59e55d29fc60a672d79df1ad1578badb8a2f8693;/plugins/org.eclipse.reddeer.eclipse/src/org/eclipse/reddeer/eclipse/jdt/ui/preferences/BuildPathsPropertyPage.java;141;146;https://github.com/eclipse/reddeer/blob/59e55d29fc60a672d79df1ad1578badb8a2f8693/plugins/org.eclipse.reddeer.eclipse/src/org/eclipse/reddeer/eclipse/jdt/ui/preferences/BuildPathsPropertyPage.java/#L141-L146;1
12822;1;5182985;feature envy;none;2019-08-16 09:58:58.707643;function;org.apache.kylin.common.persistence.JDBCResourceStore#isUnreachableException Throwable;git@github.com:apache/kylin.git;6ee0212af9d5b50096850c9cb76031b7cdd67402;/core-common/src/main/java/org/apache/kylin/common/persistence/JDBCResourceStore.java;566;591;https://github.com/apache/kylin/blob/6ee0212af9d5b50096850c9cb76031b7cdd67402/core-common/src/main/java/org/apache/kylin/common/persistence/JDBCResourceStore.java/#L566-L591;1
9765;10;4493485;feature envy;major;2019-07-24 12:10:59.601904;function;org.apache.ctakes.temporal.eval.EvaluationOfEventProperties.getPropertyGetter String;git@github.com:apache/ctakes.git;79be3ba2833857714bb301449f021cca36f373e6;/ctakes-temporal/src/main/java/org/apache/ctakes/temporal/eval/EvaluationOfEventProperties.java;330;339;https://github.com/apache/ctakes/blob/79be3ba2833857714bb301449f021cca36f373e6/ctakes-temporal/src/main/java/org/apache/ctakes/temporal/eval/EvaluationOfEventProperties.java/#L330-L339;1
6464;5;6386818;feature envy;none;2019-04-25 12:52:59.517107;function;org.eclipse.ui.internal.ActionExpression#hashCode;git@github.com:eclipse/eclipse.platform.ui.git;e3bbb556534a1fb945e1036948325d14a8dd9c7a;/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/ActionExpression.java;977;986;https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/ActionExpression.java/#L977-L986;1
12610;3;9301710;feature envy;none;2019-08-06 19:54:29.445972;function;com.sun.tools.javac.comp.Lower#freevarDefs int|List<VarSymbol>|Symbol|long;git@github.com:SAP/SapMachine.git;6e62561730c46dc5000c39665c43951832192ceb;/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Lower.java;1457;1477;https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Lower.java/#L1457-L1477;1
6756;3;7245995;feature envy;none;2019-05-20 09:18:34.197397;function;org.graalvm.visualvm.lib.profiler.v2.features.ObjectsFeature#notifyActivated;git@github.com:oracle/visualvm.git;d9b10575b53d535e10c6e8c41831ebe38483c65b;/visualvm/libs.profiler/profiler/src/org/graalvm/visualvm/lib/profiler/v2/features/ObjectsFeature.java;583;600;https://github.com/oracle/visualvm/blob/d9b10575b53d535e10c6e8c41831ebe38483c65b/visualvm/libs.profiler/profiler/src/org/graalvm/visualvm/lib/profiler/v2/features/ObjectsFeature.java/#L583-L600;1
7589;3;7989222;feature envy;none;2019-07-09 21:22:04.578746;function;org.eclipse.xtext.xbase.testlanguages.bug462047.ide.contentassist.antlr.internal.InternalBug462047LangLexer#mT__74;git@github.com:eclipse/xtext-extras.git;5634c291880cd46fe2f8e9a47e48ef88b85e8bda;/org.eclipse.xtext.xbase.testlanguages.ide/src-gen/org/eclipse/xtext/xbase/testlanguages/bug462047/ide/contentassist/antlr/internal/InternalBug462047LangLexer.java;1377;1394;https://github.com/eclipse/xtext-extras/blob/5634c291880cd46fe2f8e9a47e48ef88b85e8bda/org.eclipse.xtext.xbase.testlanguages.ide/src-gen/org/eclipse/xtext/xbase/testlanguages/bug462047/ide/contentassist/antlr/internal/InternalBug462047LangLexer.java/#L1377-L1394;0
